# dynamical charge structure factor of generlized Kondo-Heisenberg model
# t=0.5 U=10 Jh=10 L=200 n=1.33 S=1/2
# k, omega, N(k,omega)

0.465 1.2 0.00284663
0.465 1.25 0.0028767
0.465 1.3 0.00287919
0.465 1.35 0.00292922
0.465 1.4 0.00293503
0.465 1.45 0.00306225
0.465 1.5 0.00296258
0.465 1.55 0.00316537
0.465 1.6 0.00329999
0.465 1.65 0.0032238
0.465 1.7 0.0033503
0.465 1.75 0.0033274
0.465 1.8 0.00345229
0.465 1.85 0.00364818
0.465 1.9 0.00366233
0.465 1.95 0.00390989
0.465 2 0.00402667
0.465 2.05 0.00417416
0.465 2.1 0.00423499
0.465 2.15 0.00446021
0.465 2.2 0.00475727
0.465 2.25 0.00495781
0.465 2.3 0.00518939
0.465 2.35 0.0054123
0.465 2.4 0.00619757
0.465 2.45 0.0069896
0.465 2.5 0.00865677
0.465 2.55 0.00926429
0.465 2.6 0.0102244
0.465 2.65 0.0112875
0.465 2.7 0.00774014
0.465 2.75 0.00468351
0.465 2.8 0.00319406
0.465 2.85 0.0021534
0.465 2.9 0.00188449
0.465 2.95 0.00116193
0.465 3 0.00103523
0.465 3.05 0.00142273
0.465 3.1 0.00107782
0.465 3.15 0.000352548
0.465 3.2 0.000545588
0.465 3.25 0.000410559
0.465 3.3 7.9428e-06
0.465 3.35 0.000120906
0.465 3.4 0.00034694
0.465 3.45 0.000431679
0.465 3.5 0.000396496
0.465 3.55 0.00100634
0.465 3.6 0.000229148
0.465 3.65 0.000162414
0.465 3.7 0.000454151
0.465 3.75 0.00119726
0.465 3.8 0.000180008
0.465 3.85 5.77475e-05
0.465 3.9 0.000232017
0.465 3.95 2.17393e-05
0.465 4 5.01318e-05
0.465 4.05 7.69688e-05
0.465 4.1 0.000117622
0.465 4.15 9.75849e-05
0.465 4.2 0.0001017
0.465 4.25 9.4223e-05
0.465 4.3 9.18429e-05
0.465 4.35 8.4867e-05
0.465 4.4 6.97138e-05
0.465 4.45 8.35474e-05
0.465 4.5 7.74207e-05
0.465 4.55 7.62295e-05
0.465 4.6 6.76159e-05
0.465 4.65 6.05769e-05
0.465 4.7 6.42742e-05
0.465 4.75 6.84801e-05
0.465 4.8 7.08708e-05
0.465 4.85 7.19478e-05
0.465 4.9 6.75321e-05
0.465 4.95 5.7219e-05
0.465 5 5.01171e-05
0.47 0 9.54892e-05
0.47 0.05 0.000105608
0.47 0.1 0.000118388
0.47 0.15 0.000130632
0.47 0.2 0.000144431
0.47 0.25 0.000158864
0.47 0.3 0.000176621
0.47 0.35 0.000197447
0.47 0.4 0.000222123
0.47 0.45 0.000254475
0.47 0.5 0.000290925
0.47 0.55 0.000347044
0.47 0.6 0.000421382
0.47 0.65 0.000548139
0.47 0.7 0.0007365
0.47 0.75 0.00104546
0.47 0.8 0.00146268
0.47 0.85 0.00189373
0.47 0.9 0.00216635
0.47 0.95 0.00235681
0.47 1 0.00249277
0.47 1.05 0.00257556
0.47 1.1 0.00261706
0.47 1.15 0.00273578
0.47 1.2 0.00281921
0.47 1.25 0.00285449
0.47 1.3 0.00285763
0.47 1.35 0.00291856
0.47 1.4 0.00288857
0.47 1.45 0.0030283
0.47 1.5 0.00294246
0.47 1.55 0.00310375
0.47 1.6 0.0032734
0.47 1.65 0.00316143
0.47 1.7 0.0033125
0.47 1.75 0.00325853
0.47 1.8 0.00340135
0.47 1.85 0.00358088
0.47 1.9 0.00361524
0.47 1.95 0.00387877
0.47 2 0.0039295
0.47 2.05 0.00409623
0.47 2.1 0.00416483
0.47 2.15 0.00434302
0.47 2.2 0.00469036
0.47 2.25 0.00478579
0.47 2.3 0.00505245
0.47 2.35 0.00521325
0.47 2.4 0.00584041
0.47 2.45 0.00678845
0.47 2.5 0.00822383
0.47 2.55 0.00877336
0.47 2.6 0.0098613
0.47 2.65 0.0117836
0.47 2.7 0.0090286
0.47 2.75 0.00607026
0.47 2.8 0.00403605
0.47 2.85 0.0027022
0.47 2.9 0.0022253
0.47 2.95 0.00129014
0.47 3 0.00109689
0.47 3.05 0.0015191
0.47 3.1 0.00111345
0.47 3.15 0.00041734
0.47 3.2 0.000615285
0.47 3.25 0.000488225
0.47 3.3 2.74951e-05
0.47 3.35 0.000142051
0.47 3.4 0.000384497
0.47 3.45 0.00045034
0.47 3.5 0.000395427
0.47 3.55 0.000928857
0.47 3.6 0.000207314
0.47 3.65 0.000209968
0.47 3.7 0.000425473
0.47 3.75 0.00116489
0.47 3.8 0.000203482
0.47 3.85 4.55521e-05
0.47 3.9 0.000283833
0.47 3.95 3.62113e-06
0.47 4 7.21654e-05
0.47 4.05 9.63996e-05
0.47 4.1 0.000121817
0.47 4.15 0.000102051
0.47 4.2 0.00010432
0.47 4.25 9.44479e-05
0.47 4.3 8.44079e-05
0.47 4.35 8.50929e-05
0.47 4.4 6.83018e-05
0.47 4.45 8.3503e-05
0.47 4.5 8.49087e-05
0.47 4.55 7.78808e-05
0.47 4.6 7.12634e-05
0.47 4.65 6.51896e-05
0.47 4.7 6.61694e-05
0.47 4.75 6.45804e-05
0.47 4.8 6.75544e-05
0.47 4.85 6.59459e-05
0.47 4.9 6.4828e-05
0.47 4.95 5.57073e-05
0.47 5 5.83513e-05
0.475 0 0.000102982
0.475 0.05 0.000112107
0.475 0.1 0.000121452
0.475 0.15 0.000135426
0.475 0.2 0.00014537
0.475 0.25 0.000163683
0.475 0.3 0.000179196
0.475 0.35 0.000201992
0.475 0.4 0.000228839
0.475 0.45 0.00025908
0.475 0.5 0.000302864
0.475 0.55 0.000362318
0.475 0.6 0.000451822
0.475 0.65 0.000582039
0.475 0.7 0.000794282
0.475 0.75 0.00113601
0.475 0.8 0.00156936
0.475 0.85 0.00195318
0.475 0.9 0.00219992
0.475 0.95 0.00236441
0.475 1 0.0024961
0.475 1.05 0.00254334
0.475 1.1 0.00262082
0.475 1.15 0.00269742
0.475 1.2 0.00281028
0.475 1.25 0.00283358
0.475 1.3 0.00282757
0.475 1.35 0.00289699
0.475 1.4 0.00285155
0.475 1.45 0.00298449
0.475 1.5 0.00292697
0.475 1.55 0.00302967
0.475 1.6 0.00322665
0.475 1.65 0.00310459
0.475 1.7 0.00327419
0.475 1.75 0.00322812
0.475 1.8 0.00334309
0.475 1.85 0.00351269
0.475 1.9 0.00355036
0.475 1.95 0.00381827
0.475 2 0.00382856
0.475 2.05 0.0040175
0.475 2.1 0.00408697
0.475 2.15 0.00422711
0.475 2.2 0.00459175
0.475 2.25 0.00463206
0.475 2.3 0.00492981
0.475 2.35 0.00503108
0.475 2.4 0.00555858
0.475 2.45 0.00656684
0.475 2.5 0.00781701
0.475 2.55 0.00832558
0.475 2.6 0.00941345
0.475 2.65 0.0115632
0.475 2.7 0.0102316
0.475 2.75 0.0079054
0.475 2.8 0.0051364
0.475 2.85 0.00341981
0.475 2.9 0.00257248
0.475 2.95 0.00159998
0.475 3 0.00126619
0.475 3.05 0.00164275
0.475 3.1 0.0010981
0.475 3.15 0.00045793
0.475 3.2 0.000662591
0.475 3.25 0.000602721
0.475 3.3 6.82937e-05
0.475 3.35 0.000150706
0.475 3.4 0.000368739
0.475 3.45 0.000467877
0.475 3.5 0.000347919
0.475 3.55 0.000854776
0.475 3.6 0.000155332
0.475 3.65 0.000257615
0.475 3.7 0.000404258
0.475 3.75 0.00111949
0.475 3.8 0.000181797
0.475 3.85 8.63936e-06
0.475 3.9 0.000319145
0.475 3.95 1.17299e-05
0.475 4 7.79044e-05
0.475 4.05 0.000108945
0.475 4.1 0.000122775
0.475 4.15 0.000102388
0.475 4.2 0.000102475
0.475 4.25 0.000102686
0.475 4.3 8.19228e-05
0.475 4.35 8.22901e-05
0.475 4.4 7.10148e-05
0.475 4.45 8.78776e-05
0.475 4.5 8.83077e-05
0.475 4.55 8.01151e-05
0.475 4.6 7.2692e-05
0.475 4.65 7.08228e-05
0.475 4.7 6.77085e-05
0.475 4.75 6.59095e-05
0.475 4.8 6.68805e-05
0.475 4.85 6.48798e-05
0.475 4.9 6.18395e-05
0.475 4.95 6.14323e-05
0.475 5 5.88135e-05
0.48 0 0.000118939
0.48 0.05 0.000124951
0.48 0.1 0.000131297
0.48 0.15 0.000140655
0.48 0.2 0.000152483
0.48 0.25 0.00016722
0.48 0.3 0.000185546
0.48 0.35 0.000207332
0.48 0.4 0.000234306
0.48 0.45 0.000267542
0.48 0.5 0.00031343
0.48 0.55 0.000379174
0.48 0.6 0.000478514
0.48 0.65 0.000627389
0.48 0.7 0.000864236
0.48 0.75 0.00122796
0.48 0.8 0.00167009
0.48 0.85 0.00200665
0.48 0.9 0.00222469
0.48 0.95 0.00236797
0.48 1 0.00249141
0.48 1.05 0.00252051
0.48 1.1 0.00261042
0.48 1.15 0.00266488
0.48 1.2 0.00279263
0.48 1.25 0.00281456
0.48 1.3 0.0028142
0.48 1.35 0.002861
0.48 1.4 0.00282229
0.48 1.45 0.00294114
0.48 1.5 0.00290281
0.48 1.55 0.00296132
0.48 1.6 0.00318474
0.48 1.65 0.00307012
0.48 1.7 0.00321832
0.48 1.75 0.00321007
0.48 1.8 0.00329476
0.48 1.85 0.00343228
0.48 1.9 0.0034824
0.48 1.95 0.00373001
0.48 2 0.00376897
0.48 2.05 0.00394987
0.48 2.1 0.00401356
0.48 2.15 0.00414124
0.48 2.2 0.00446114
0.48 2.25 0.00446343
0.48 2.3 0.00482826
0.48 2.35 0.00486215
0.48 2.4 0.00538446
0.48 2.45 0.00631937
0.48 2.5 0.00738207
0.48 2.55 0.00786694
0.48 2.6 0.00890864
0.48 2.65 0.010891
0.48 2.7 0.0109912
0.48 2.75 0.00995803
0.48 2.8 0.00655136
0.48 2.85 0.00430848
0.48 2.9 0.00291912
0.48 2.95 0.00195387
0.48 3 0.00152321
0.48 3.05 0.00176003
0.48 3.1 0.00104231
0.48 3.15 0.000492334
0.48 3.2 0.000731304
0.48 3.25 0.000693671
0.48 3.3 9.92328e-05
0.48 3.35 0.000152113
0.48 3.4 0.000342004
0.48 3.45 0.000532997
0.48 3.5 0.000306067
0.48 3.55 0.000774962
0.48 3.6 0.000125501
0.48 3.65 0.000261444
0.48 3.7 0.000373437
0.48 3.75 0.00107648
0.48 3.8 0.000152081
0.48 3.85 3.49142e-05
0.48 3.9 0.000282293
0.48 3.95 4.90204e-06
0.48 4 7.60684e-05
0.48 4.05 0.000116251
0.48 4.1 0.000120966
0.48 4.15 0.000101556
0.48 4.2 9.8196e-05
0.48 4.25 0.000110276
0.48 4.3 9.09303e-05
0.48 4.35 8.23875e-05
0.48 4.4 7.4749e-05
0.48 4.45 9.42512e-05
0.48 4.5 8.54916e-05
0.48 4.55 8.11338e-05
0.48 4.6 7.48541e-05
0.48 4.65 7.70281e-05
0.48 4.7 7.06316e-05
0.48 4.75 7.38027e-05
0.48 4.8 7.08099e-05
0.48 4.85 6.9337e-05
0.48 4.9 6.77642e-05
0.48 4.95 6.50591e-05
0.48 5 5.27401e-05
0.485 0 0.000114213
0.485 0.05 0.000121624
0.485 0.1 0.000131904
0.485 0.15 0.000140014
0.485 0.2 0.000156546
0.485 0.25 0.000168396
0.485 0.3 0.000190329
0.485 0.35 0.000212004
0.485 0.4 0.000239062
0.485 0.45 0.000278535
0.485 0.5 0.000324438
0.485 0.55 0.000396386
0.485 0.6 0.00050073
0.485 0.65 0.000679009
0.485 0.7 0.000944169
0.485 0.75 0.00133349
0.485 0.8 0.00175598
0.485 0.85 0.00205547
0.485 0.9 0.00224021
0.485 0.95 0.00237818
0.485 1 0.00249094
0.485 1.05 0.00251396
0.485 1.1 0.00258787
0.485 1.15 0.00267103
0.485 1.2 0.00275417
0.485 1.25 0.00279238
0.485 1.3 0.00280775
0.485 1.35 0.00283511
0.485 1.4 0.00279168
0.485 1.45 0.002903
0.485 1.5 0.00287935
0.485 1.55 0.00290872
0.485 1.6 0.00315459
0.485 1.65 0.00304246
0.485 1.7 0.00315098
0.485 1.75 0.00317757
0.485 1.8 0.00326955
0.485 1.85 0.00335426
0.485 1.9 0.00343436
0.485 1.95 0.00366378
0.485 2 0.00373339
0.485 2.05 0.00388854
0.485 2.1 0.00395119
0.485 2.15 0.00407492
0.485 2.2 0.00436687
0.485 2.25 0.0043184
0.485 2.3 0.00473624
0.485 2.35 0.00473172
0.485 2.4 0.00524382
0.485 2.45 0.00609489
0.485 2.5 0.00696492
0.485 2.55 0.0074308
0.485 2.6 0.00849094
0.485 2.65 0.0101149
0.485 2.7 0.0112159
0.485 2.75 0.0116488
0.485 2.8 0.00812877
0.485 2.85 0.00540176
0.485 2.9 0.0033925
0.485 2.95 0.00223483
0.485 3 0.00173049
0.485 3.05 0.00187544
0.485 3.1 0.000996576
0.485 3.15 0.000527728
0.485 3.2 0.000844054
0.485 3.25 0.000708027
0.485 3.3 0.000107568
0.485 3.35 0.000196475
0.485 3.4 0.000376315
0.485 3.45 0.000650015
0.485 3.5 0.000330478
0.485 3.55 0.000703774
0.485 3.6 0.00013147
0.485 3.65 0.000237863
0.485 3.7 0.000316379
0.485 3.75 0.00103722
0.485 3.8 0.000182623
0.485 3.85 6.81424e-06
0.485 3.9 0.000238061
0.485 3.95 6.04731e-06
0.485 4 8.9825e-05
0.485 4.05 0.00013249
0.485 4.1 0.000122119
0.485 4.15 0.000105652
0.485 4.2 9.76945e-05
0.485 4.25 0.0001088
0.485 4.3 9.90327e-05
0.485 4.35 8.55287e-05
0.485 4.4 7.50986e-05
0.485 4.45 9.59273e-05
0.485 4.5 8.30066e-05
0.485 4.55 8.01442e-05
0.485 4.6 7.75701e-05
0.485 4.65 8.17447e-05
0.485 4.7 7.6093e-05
0.485 4.75 7.94574e-05
0.485 4.8 7.39256e-05
0.485 4.85 7.27406e-05
0.485 4.9 7.45465e-05
0.485 4.95 6.27988e-05
0.485 5 5.46218e-05
0.49 0 0.000100882
0.49 0.05 0.000111915
0.49 0.1 0.000125847
0.49 0.15 0.000139202
0.49 0.2 0.000154769
0.49 0.25 0.000171466
0.49 0.3 0.000191976
0.49 0.35 0.000216904
0.49 0.4 0.000246682
0.49 0.45 0.000287197
0.49 0.5 0.000340283
0.49 0.55 0.00041795
0.49 0.6 0.000536367
0.49 0.65 0.000734516
0.49 0.7 0.00103467
0.49 0.75 0.00145306
0.49 0.8 0.00182972
0.49 0.85 0.00209753
0.49 0.9 0.00225036
0.49 0.95 0.00238987
0.49 1 0.00248916
0.49 1.05 0.00250342
0.49 1.1 0.00257181
0.49 1.15 0.00267474
0.49 1.2 0.00271501
0.49 1.25 0.00276448
0.49 1.3 0.00277457
0.49 1.35 0.00282918
0.49 1.4 0.00276316
0.49 1.45 0.00286158
0.49 1.5 0.00286079
0.49 1.55 0.0028628
0.49 1.6 0.00311406
0.49 1.65 0.00300029
0.49 1.7 0.00309025
0.49 1.75 0.00314436
0.49 1.8 0.00324796
0.49 1.85 0.00330159
0.49 1.9 0.00340647
0.49 1.95 0.0036293
0.49 2 0.00367856
0.49 2.05 0.00382015
0.49 2.1 0.00388644
0.49 2.15 0.00400015
0.49 2.2 0.00431956
0.49 2.25 0.00423162
0.49 2.3 0.00462404
0.49 2.35 0.00465908
0.49 2.4 0.00507714
0.49 2.45 0.00590228
0.49 2.5 0.00664198
0.49 2.55 0.00705858
0.49 2.6 0.00818923
0.49 2.65 0.00941711
0.49 2.7 0.0111069
0.49 2.75 0.012414
0.49 2.8 0.00953077
0.49 2.85 0.0068044
0.49 2.9 0.00407705
0.49 2.95 0.00258007
0.49 3 0.00192737
0.49 3.05 0.00202419
0.49 3.1 0.00100175
0.49 3.15 0.000554243
0.49 3.2 0.000963931
0.49 3.25 0.000690674
0.49 3.3 9.97475e-05
0.49 3.35 0.000275096
0.49 3.4 0.000441494
0.49 3.45 0.000755099
0.49 3.5 0.000382789
0.49 3.55 0.000665394
0.49 3.6 0.000118568
0.49 3.65 0.000246863
0.49 3.7 0.000248622
0.49 3.75 0.000988956
0.49 3.8 0.000261287
0.49 3.85 1.18385e-05
0.49 3.9 0.000255345
0.49 3.95 3.57508e-06
0.49 4 0.00011912
0.49 4.05 0.00015472
0.49 4.1 0.000125812
0.49 4.15 0.000113095
0.49 4.2 0.000102871
0.49 4.25 0.000106254
0.49 4.3 9.62944e-05
0.49 4.35 8.79243e-05
0.49 4.4 7.53196e-05
0.49 4.45 9.12647e-05
0.49 4.5 8.61424e-05
0.49 4.55 7.81304e-05
0.49 4.6 7.89333e-05
0.49 4.65 8.3837e-05
0.49 4.7 8.09396e-05
0.49 4.75 7.9254e-05
0.49 4.8 7.36218e-05
0.49 4.85 7.21068e-05
0.49 4.9 7.36299e-05
0.49 4.95 6.28199e-05
0.49 5 6.55752e-05
0.495 0 0.000108554
0.495 0.05 0.000118704
0.495 0.1 0.000129362
0.495 0.15 0.000144686
0.495 0.2 0.000156524
0.495 0.25 0.000177554
0.495 0.3 0.000196091
0.495 0.35 0.00022367
0.495 0.4 0.000257331
0.495 0.45 0.000295411
0.495 0.5 0.000359424
0.495 0.55 0.000446898
0.495 0.6 0.000588331
0.495 0.65 0.000800278
0.495 0.7 0.00113908
0.495 0.75 0.00156864
0.495 0.8 0.00189853
0.495 0.85 0.00212984
0.495 0.9 0.00226119
0.495 0.95 0.00239075
0.495 1 0.00247756
0.495 1.05 0.00248064
0.495 1.1 0.00256279
0.495 1.15 0.00264325
0.495 1.2 0.00268956
0.495 1.25 0.00273236
0.495 1.3 0.0027181
0.495 1.35 0.00281846
0.495 1.4 0.00274796
0.495 1.45 0.0028171
0.495 1.5 0.00283557
0.495 1.55 0.00282022
0.495 1.6 0.00305348
0.495 1.65 0.00295233
0.495 1.7 0.00303876
0.495 1.75 0.00313223
0.495 1.8 0.00321204
0.495 1.85 0.00326879
0.495 1.9 0.00337997
0.495 1.95 0.00358347
0.495 2 0.00360565
0.495 2.05 0.00374075
0.495 2.1 0.0038113
0.495 2.15 0.00392047
0.495 2.2 0.00425286
0.495 2.25 0.00415799
0.495 2.3 0.00449063
0.495 2.35 0.00462415
0.495 2.4 0.0049156
0.495 2.45 0.00572637
0.495 2.5 0.00638248
0.495 2.55 0.00673321
0.495 2.6 0.00786907
0.495 2.65 0.00878462
0.495 2.7 0.0108316
0.495 2.75 0.0122095
0.495 2.8 0.0104918
0.495 2.85 0.00849415
0.495 2.9 0.00498139
0.495 2.95 0.00314576
0.495 3 0.0023031
0.495 3.05 0.00223153
0.495 3.1 0.00106722
0.495 3.15 0.00060379
0.495 3.2 0.00105553
0.495 3.25 0.000717243
0.495 3.3 8.06373e-05
0.495 3.35 0.000318297
0.495 3.4 0.000448198
0.495 3.45 0.000821082
0.495 3.5 0.000388836
0.495 3.55 0.000661918
0.495 3.6 6.40335e-05
0.495 3.65 0.000302348
0.495 3.7 0.000198308
0.495 3.75 0.000926079
0.495 3.8 0.000311455
0.495 3.85 2.91124e-05
0.495 3.9 0.000277187
0.495 3.95 2.91598e-05
0.495 4 0.00013937
0.495 4.05 0.000164734
0.495 4.1 0.000125831
0.495 4.15 0.000117552
0.495 4.2 0.00010869
0.495 4.25 0.000113662
0.495 4.3 9.17285e-05
0.495 4.35 8.92249e-05
0.495 4.4 8.21879e-05
0.495 4.45 8.68212e-05
0.495 4.5 9.12701e-05
0.495 4.55 7.61867e-05
0.495 4.6 8.03297e-05
0.495 4.65 8.47288e-05
0.495 4.7 8.17945e-05
0.495 4.75 7.96365e-05
0.495 4.8 7.55018e-05
0.495 4.85 7.13182e-05
0.495 4.9 7.26989e-05
0.495 4.95 6.98367e-05
0.495 5 7.06183e-05
0.5 0 0.000125449
0.5 0.05 0.000132464
0.5 0.1 0.000140102
0.5 0.15 0.000150902
0.5 0.2 0.000164835
0.5 0.25 0.000182491
0.5 0.3 0.000204531
0.5 0.35 0.000231726
0.5 0.4 0.000267036
0.5 0.45 0.000308896
0.5 0.5 0.000378159
0.5 0.55 0.000479517
0.5 0.6 0.000640636
0.5 0.65 0.000882689
0.5 0.7 0.00125596
0.5 0.75 0.00166565
0.5 0.8 0.00196138
0.5 0.85 0.00215325
0.5 0.9 0.00227392
0.5 0.95 0.00238346
0.5 1 0.00246492
0.5 1.05 0.00246094
0.5 1.1 0.00254484
0.5 1.15 0.00261084
0.5 1.2 0.0026664
0.5 1.25 0.00269975
0.5 1.3 0.00267707
0.5 1.35 0.00278643
0.5 1.4 0.0027443
0.5 1.45 0.00278421
0.5 1.5 0.00280443
0.5 1.55 0.00279392
0.5 1.6 0.00298875
0.5 1.65 0.00292093
0.5 1.7 0.00298479
0.5 1.75 0.00312844
0.5 1.8 0.0031744
0.5 1.85 0.0032333
0.5 1.9 0.00334583
0.5 1.95 0.00351423
0.5 2 0.003541
0.5 2.05 0.00365579
0.5 2.1 0.00373428
0.5 2.15 0.00385241
0.5 2.2 0.00413501
0.5 2.25 0.00404989
0.5 2.3 0.00436276
0.5 2.35 0.00459252
0.5 2.4 0.00479763
0.5 2.45 0.00557441
0.5 2.5 0.00610962
0.5 2.55 0.00642659
0.5 2.6 0.00748583
0.5 2.65 0.0081763
0.5 2.7 0.0103821
0.5 2.75 0.0115197
0.5 2.8 0.0109814
0.5 2.85 0.0101769
0.5 2.9 0.0061836
0.5 2.95 0.00389259
0.5 3 0.00289066
0.5 3.05 0.00249387
0.5 3.1 0.00119745
0.5 3.15 0.0007373
0.5 3.2 0.0011352
0.5 3.25 0.000789595
0.5 3.3 3.85614e-05
0.5 3.35 0.00031914
0.5 3.4 0.000392735
0.5 3.45 0.000909602
0.5 3.5 0.000361024
0.5 3.55 0.000681229
0.5 3.6 2.05821e-05
0.5 3.65 0.000353375
0.5 3.7 0.000160564
0.5 3.75 0.000858257
0.5 3.8 0.00031635
0.5 3.85 8.67533e-05
0.5 3.9 0.00023078
0.5 3.95 4.93797e-05
0.5 4 0.000139382
0.5 4.05 0.000161666
0.5 4.1 0.000122798
0.5 4.15 0.000119155
0.5 4.2 0.00011093
0.5 4.25 0.00012462
0.5 4.3 9.71546e-05
0.5 4.35 9.30131e-05
0.5 4.4 9.51293e-05
0.5 4.45 8.86353e-05
0.5 4.5 9.25903e-05
0.5 4.55 7.51487e-05
0.5 4.6 8.35814e-05
0.5 4.65 8.47411e-05
0.5 4.7 8.035e-05
0.5 4.75 8.34943e-05
0.5 4.8 8.29845e-05
0.5 4.85 7.43472e-05
0.5 4.9 7.99939e-05
0.5 4.95 7.70933e-05
0.5 5 6.53794e-05
0.505 0 0.000121518
0.505 0.05 0.000130001
0.505 0.1 0.000141642
0.505 0.15 0.000151336
0.505 0.2 0.000170315
0.505 0.25 0.000185244
0.505 0.3 0.00021169
0.505 0.35 0.000239694
0.505 0.4 0.000275133
0.505 0.45 0.000326704
0.505 0.5 0.000399166
0.505 0.55 0.0005133
0.505 0.6 0.000692352
0.505 0.65 0.000980815
0.505 0.7 0.00137723
0.505 0.75 0.00174826
0.505 0.8 0.00201182
0.505 0.85 0.00217103
0.505 0.9 0.00228376
0.505 0.95 0.00238016
0.505 1 0.00246044
0.505 1.05 0.00245087
0.505 1.1 0.00251968
0.505 1.15 0.00260807
0.505 1.2 0.00263637
0.505 1.25 0.00267018
0.505 1.3 0.00266186
0.505 1.35 0.00275465
0.505 1.4 0.00273827
0.505 1.45 0.00276624
0.505 1.5 0.00278545
0.505 1.55 0.00278485
0.505 1.6 0.00292708
0.505 1.65 0.00290638
0.505 1.7 0.00292605
0.505 1.75 0.00310556
0.505 1.8 0.00314901
0.505 1.85 0.00319281
0.505 1.9 0.00331388
0.505 1.95 0.00345883
0.505 2 0.00348191
0.505 2.05 0.00357101
0.505 2.1 0.00366042
0.505 2.15 0.00378517
0.505 2.2 0.00400955
0.505 2.25 0.00394623
0.505 2.3 0.00425137
0.505 2.35 0.00455418
0.505 2.4 0.00469226
0.505 2.45 0.00544218
0.505 2.5 0.0058389
0.505 2.55 0.00614545
0.505 2.6 0.00715821
0.505 2.65 0.00762521
0.505 2.7 0.00976601
0.505 2.75 0.0108495
0.505 2.8 0.0111039
0.505 2.85 0.0114788
0.505 2.9 0.00778277
0.505 2.95 0.00480072
0.505 3 0.00355507
0.505 3.05 0.00279737
0.505 3.1 0.00140679
0.505 3.15 0.000956904
0.505 3.2 0.00123511
0.505 3.25 0.000868993
0.505 3.3 3.2029e-05
0.505 3.35 0.000356413
0.505 3.4 0.000354783
0.505 3.45 0.00106385
0.505 3.5 0.000373037
0.505 3.55 0.000720875
0.505 3.6 1.47048e-05
0.505 3.65 0.000368983
0.505 3.7 0.000101872
0.505 3.75 0.000792119
0.505 3.8 0.000340776
0.505 3.85 0.000105926
0.505 3.9 0.000174041
0.505 3.95 5.94748e-05
0.505 4 0.000137877
0.505 4.05 0.000166074
0.505 4.1 0.000124788
0.505 4.15 0.000123194
0.505 4.2 0.000112438
0.505 4.25 0.000125041
0.505 4.3 0.000107629
0.505 4.35 0.000100765
0.505 4.4 0.000106272
0.505 4.45 9.40645e-05
0.505 4.5 9.19797e-05
0.505 4.55 7.69071e-05
0.505 4.6 8.62484e-05
0.505 4.65 8.27866e-05
0.505 4.7 8.05098e-05
0.505 4.75 8.46475e-05
0.505 4.8 8.95655e-05
0.505 4.85 7.98882e-05
0.505 4.9 8.72344e-05
0.505 4.95 7.90718e-05
0.505 5 6.38168e-05
0.51 0 0.000108321
0.51 0.05 0.000120669
0.51 0.1 0.000136177
0.51 0.15 0.000151548
0.51 0.2 0.000169844
0.51 0.25 0.0001901
0.51 0.3 0.00021568
0.51 0.35 0.000248211
0.51 0.4 0.000286341
0.51 0.45 0.000343902
0.51 0.5 0.000427537
0.51 0.55 0.000554774
0.51 0.6 0.000762941
0.51 0.65 0.00109103
0.51 0.7 0.001495
0.51 0.75 0.0018264
0.51 0.8 0.00204996
0.51 0.85 0.00218395
0.51 0.9 0.00228827
0.51 0.95 0.00238023
0.51 1 0.00245399
0.51 1.05 0.00243886
0.51 1.1 0.00250671
0.51 1.15 0.00260393
0.51 1.2 0.00261045
0.51 1.25 0.00264325
0.51 1.3 0.00264354
0.51 1.35 0.00274322
0.51 1.4 0.00272448
0.51 1.45 0.00274648
0.51 1.5 0.00277955
0.51 1.55 0.00276772
0.51 1.6 0.00286038
0.51 1.65 0.00289057
0.51 1.7 0.00287744
0.51 1.75 0.00306434
0.51 1.8 0.00312452
0.51 1.85 0.00315952
0.51 1.9 0.00329283
0.51 1.95 0.00342485
0.51 2 0.00341348
0.51 2.05 0.00348966
0.51 2.1 0.00358562
0.51 2.15 0.00370593
0.51 2.2 0.00390844
0.51 2.25 0.00390361
0.51 2.3 0.00414772
0.51 2.35 0.00451227
0.51 2.4 0.00456085
0.51 2.45 0.0052823
0.51 2.5 0.00563052
0.51 2.55 0.00588472
0.51 2.6 0.00692994
0.51 2.65 0.00717111
0.51 2.7 0.00911636
0.51 2.75 0.0103439
0.51 2.8 0.0109381
0.51 2.85 0.0122244
0.51 2.9 0.00962654
0.51 2.95 0.00603952
0.51 3 0.0042919
0.51 3.05 0.00315281
0.51 3.1 0.00169884
0.51 3.15 0.00120742
0.51 3.2 0.0013592
0.51 3.25 0.000967735
0.51 3.3 0.000117302
0.51 3.35 0.000457005
0.51 3.4 0.000358217
0.51 3.45 0.00122364
0.51 3.5 0.000437928
0.51 3.55 0.000775226
0.51 3.6 8.30732e-06
0.51 3.65 0.000389163
0.51 3.7 1.3339e-05
0.51 3.75 0.0007197
0.51 3.8 0.000412537
0.51 3.85 0.000114193
0.51 3.9 0.000191366
0.51 3.95 6.88616e-05
0.51 4 0.000152709
0.51 4.05 0.000185563
0.51 4.1 0.000133457
0.51 4.15 0.000129106
0.51 4.2 0.000118313
0.51 4.25 0.000117852
0.51 4.3 0.000111495
0.51 4.35 0.00010952
0.51 4.4 0.000111129
0.51 4.45 9.65805e-05
0.51 4.5 9.53146e-05
0.51 4.55 8.31635e-05
